Experiment	Frequency Sweep	
Date	17.02.2021 13:15:05	
User		
f_res (Hz)	21473,9993	
Q	1762	
Phase (deg)	-126,26	
Amp/Exc (nm/mV)	0,882419	
Number of points	2000	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
18.8945E+0	21.4915E+3	29.4520E-9	11.6695E+0
18.9708E+0	21.4915E+3	30.0719E-9	12.3271E+0
19.0471E+0	21.4915E+3	29.5395E-9	10.7746E+0
19.1235E+0	21.4915E+3	29.7013E-9	11.8900E+0
19.1998E+0	21.4915E+3	32.0089E-9	10.3090E+0
19.2761E+0	21.4915E+3	29.4239E-9	10.5015E+0
19.3525E+0	21.4915E+3	28.9021E-9	13.7017E+0
19.4288E+0	21.4915E+3	30.7008E-9	9.97674E+0
19.5052E+0	21.4915E+3	30.1306E-9	11.4227E+0
19.5815E+0	21.4915E+3	29.4864E-9	10.0427E+0
19.6578E+0	21.4915E+3	31.1255E-9	9.98508E+0
19.7342E+0	21.4915E+3	28.7944E-9	9.81629E+0
19.8105E+0	21.4915E+3	31.0135E-9	11.4450E+0
19.8868E+0	21.4915E+3	30.1550E-9	12.1913E+0
19.9632E+0	21.4915E+3	29.5013E-9	12.0463E+0
20.0395E+0	21.4915E+3	29.8059E-9	10.0114E+0
20.1159E+0	21.4915E+3	30.4216E-9	12.3474E+0
20.1922E+0	21.4915E+3	28.5790E-9	12.5626E+0
20.2685E+0	21.4915E+3	30.6917E-9	13.0884E+0
20.3449E+0	21.4915E+3	29.0036E-9	9.44897E+0
20.4212E+0	21.4915E+3	30.9089E-9	12.1097E+0
20.4975E+0	21.4915E+3	28.4976E-9	8.79419E+0
20.5739E+0	21.4915E+3	29.7868E-9	10.3833E+0
20.6502E+0	21.4915E+3	29.6562E-9	11.4517E+0
20.7266E+0	21.4915E+3	31.6090E-9	13.8518E+0
20.8029E+0	21.4915E+3	28.8917E-9	14.4317E+0
20.8792E+0	21.4915E+3	29.3621E-9	12.5271E+0
20.9556E+0	21.4915E+3	30.0637E-9	11.7274E+0
21.0319E+0	21.4915E+3	29.6762E-9	12.6102E+0
21.1082E+0	21.4915E+3	29.6463E-9	10.4376E+0
21.1846E+0	21.4915E+3	28.9050E-9	11.9122E+0
21.2609E+0	21.4915E+3	28.2393E-9	11.3428E+0
21.3373E+0	21.4915E+3	28.8068E-9	14.3824E+0
21.4136E+0	21.4915E+3	29.7674E-9	9.91435E+0
21.4899E+0	21.4915E+3	30.2377E-9	13.2268E+0
21.5663E+0	21.4915E+3	29.9962E-9	10.4994E+0
21.6426E+0	21.4915E+3	31.1117E-9	7.46104E+0
21.7190E+0	21.4915E+3	29.6154E-9	13.3420E+0
21.7953E+0	21.4915E+3	30.6958E-9	13.1451E+0
21.8716E+0	21.4915E+3	29.0688E-9	12.6708E+0
21.9480E+0	21.4915E+3	28.4779E-9	11.8944E+0
22.0243E+0	21.4915E+3	29.5340E-9	12.8021E+0
22.1006E+0	21.4915E+3	30.2878E-9	10.9359E+0
22.1770E+0	21.4915E+3	29.1589E-9	8.95151E+0
22.2533E+0	21.4915E+3	29.1563E-9	8.27414E+0
22.3297E+0	21.4915E+3	29.2035E-9	9.09938E+0
22.4060E+0	21.4915E+3	29.5198E-9	9.04256E+0
22.4823E+0	21.4915E+3	29.4221E-9	11.5079E+0
22.5587E+0	21.4915E+3	29.6606E-9	9.72856E+0
22.6350E+0	21.4915E+3	28.8197E-9	10.3209E+0
22.7113E+0	21.4915E+3	30.9798E-9	11.4535E+0
22.7877E+0	21.4915E+3	29.5056E-9	10.7382E+0
22.8640E+0	21.4915E+3	30.3263E-9	9.87523E+0
22.9404E+0	21.4915E+3	29.6409E-9	10.2827E+0
23.0167E+0	21.4915E+3	28.3506E-9	10.1720E+0
23.0930E+0	21.4915E+3	28.9898E-9	12.7554E+0
23.1694E+0	21.4915E+3	29.1121E-9	10.9721E+0
23.2457E+0	21.4915E+3	28.9405E-9	9.71879E+0
23.3220E+0	21.4915E+3	27.5865E-9	14.1796E+0
23.3984E+0	21.4915E+3	29.1333E-9	10.4919E+0
23.4747E+0	21.4915E+3	28.7967E-9	12.8128E+0
23.5511E+0	21.4915E+3	29.7031E-9	11.5629E+0
23.6274E+0	21.4915E+3	27.9826E-9	9.99716E+0
23.7037E+0	21.4915E+3	28.9566E-9	13.1142E+0
23.7801E+0	21.4915E+3	29.0299E-9	14.2331E+0
23.8564E+0	21.4915E+3	29.5506E-9	11.9951E+0
23.9327E+0	21.4915E+3	28.6078E-9	13.8949E+0
24.0091E+0	21.4915E+3	27.9608E-9	14.4969E+0
24.0854E+0	21.4915E+3	28.8243E-9	10.9134E+0
24.1618E+0	21.4915E+3	28.2811E-9	8.51820E+0
24.2381E+0	21.4915E+3	30.4198E-9	10.7937E+0
24.3144E+0	21.4915E+3	29.2028E-9	9.78990E+0
24.3908E+0	21.4915E+3	27.8679E-9	11.2525E+0
24.4671E+0	21.4915E+3	29.2583E-9	10.4885E+0
24.5435E+0	21.4915E+3	28.0157E-9	12.9001E+0
24.6198E+0	21.4915E+3	27.8616E-9	11.5738E+0
24.6961E+0	21.4915E+3	29.9639E-9	12.2960E+0
24.7725E+0	21.4915E+3	27.6953E-9	17.9777E+0
24.8488E+0	21.4915E+3	28.7568E-9	12.3785E+0
24.9251E+0	21.4915E+3	28.8973E-9	13.3839E+0
25.0015E+0	21.4915E+3	28.6535E-9	15.1623E+0
25.0778E+0	21.4915E+3	28.2424E-9	12.2430E+0
25.1542E+0	21.4915E+3	28.6611E-9	7.33883E+0
25.2305E+0	21.4915E+3	28.7646E-9	14.4076E+0
25.3068E+0	21.4915E+3	29.3155E-9	10.8891E+0
25.3832E+0	21.4915E+3	28.2667E-9	14.7022E+0
25.4595E+0	21.4915E+3	27.3580E-9	11.9935E+0
25.5358E+0	21.4915E+3	28.7607E-9	7.87742E+0
25.6122E+0	21.4915E+3	30.1941E-9	11.1682E+0
25.6885E+0	21.4915E+3	29.7928E-9	11.3068E+0
25.7649E+0	21.4915E+3	28.6758E-9	10.9643E+0
25.8412E+0	21.4915E+3	27.7569E-9	13.9769E+0
25.9175E+0	21.4915E+3	28.6188E-9	12.1613E+0
25.9939E+0	21.4915E+3	27.8504E-9	14.1458E+0
26.0702E+0	21.4915E+3	27.6026E-9	12.8070E+0
26.1465E+0	21.4915E+3	28.5133E-9	12.5627E+0
26.2229E+0	21.4915E+3	28.5790E-9	11.7095E+0
26.2992E+0	21.4915E+3	28.6666E-9	11.6966E+0
26.3756E+0	21.4915E+3	28.4100E-9	12.0481E+0
26.4519E+0	21.4915E+3	29.7432E-9	11.1329E+0
26.5282E+0	21.4915E+3	27.8011E-9	12.4318E+0
26.6046E+0	21.4915E+3	28.6930E-9	13.2712E+0
26.6809E+0	21.4915E+3	27.7661E-9	11.5800E+0
26.7572E+0	21.4915E+3	29.2756E-9	10.2176E+0
26.8336E+0	21.4915E+3	27.4865E-9	13.9892E+0
26.9099E+0	21.4915E+3	29.1686E-9	12.1377E+0
26.9863E+0	21.4915E+3	28.6887E-9	9.97453E+0
27.0626E+0	21.4915E+3	26.7802E-9	10.0154E+0
27.1389E+0	21.4915E+3	28.3999E-9	10.0655E+0
27.2153E+0	21.4915E+3	27.4940E-9	13.6958E+0
27.2916E+0	21.4915E+3	25.9580E-9	15.4859E+0
27.3680E+0	21.4915E+3	27.9108E-9	9.09538E+0
27.4443E+0	21.4915E+3	27.9177E-9	11.5905E+0
27.5206E+0	21.4915E+3	27.0930E-9	14.4901E+0
27.5970E+0	21.4915E+3	27.2117E-9	10.0876E+0
27.6733E+0	21.4915E+3	28.9396E-9	12.7554E+0
27.7496E+0	21.4915E+3	26.8544E-9	12.5762E+0
27.8260E+0	21.4915E+3	30.1468E-9	11.7653E+0
27.9023E+0	21.4915E+3	27.2063E-9	13.1393E+0
27.9787E+0	21.4915E+3	27.3096E-9	9.48618E+0
28.0550E+0	21.4915E+3	28.7810E-9	11.6824E+0
28.1313E+0	21.4915E+3	29.3074E-9	9.76090E+0
28.2077E+0	21.4915E+3	28.3361E-9	12.4923E+0
28.2840E+0	21.4915E+3	28.5550E-9	12.9144E+0
28.3603E+0	21.4915E+3	28.8513E-9	12.3768E+0
28.4367E+0	21.4915E+3	28.6208E-9	10.5402E+0
28.5130E+0	21.4915E+3	27.6236E-9	9.85147E+0
28.5894E+0	21.4915E+3	28.6695E-9	9.48800E+0
28.6657E+0	21.4915E+3	28.3918E-9	13.9057E+0
28.7420E+0	21.4915E+3	26.9730E-9	13.0733E+0
28.8184E+0	21.4915E+3	27.5168E-9	9.95767E+0
28.8947E+0	21.4915E+3	26.5693E-9	8.27503E+0
28.9710E+0	21.4915E+3	26.7368E-9	10.7593E+0
29.0474E+0	21.4915E+3	27.4308E-9	10.4950E+0
29.1237E+0	21.4915E+3	27.3242E-9	15.0654E+0
29.2001E+0	21.4915E+3	27.8665E-9	11.5804E+0
29.2764E+0	21.4915E+3	27.9197E-9	8.63816E+0
29.3527E+0	21.4915E+3	28.0341E-9	9.48977E+0
29.4291E+0	21.4915E+3	28.9822E-9	11.0230E+0
29.5054E+0	21.4915E+3	28.1067E-9	6.11996E+0
29.5817E+0	21.4915E+3	28.8796E-9	11.0248E+0
29.6581E+0	21.4915E+3	29.0083E-9	9.11068E+0
29.7344E+0	21.4915E+3	26.4124E-9	14.3558E+0
29.8108E+0	21.4915E+3	26.6493E-9	13.8828E+0
29.8871E+0	21.4915E+3	26.7787E-9	12.1925E+0
29.9634E+0	21.4915E+3	27.2751E-9	13.2657E+0
30.0398E+0	21.4915E+3	28.8110E-9	15.0454E+0
30.1161E+0	21.4915E+3	28.8021E-9	12.8588E+0
30.1924E+0	21.4915E+3	25.9579E-9	8.46015E+0
30.2688E+0	21.4915E+3	27.8065E-9	13.9190E+0
30.3451E+0	21.4915E+3	26.7307E-9	9.48478E+0
30.4215E+0	21.4915E+3	26.9399E-9	10.9243E+0
30.4978E+0	21.4915E+3	27.5134E-9	14.3968E+0
30.5741E+0	21.4915E+3	27.3065E-9	14.0245E+0
30.6505E+0	21.4915E+3	28.2620E-9	12.3648E+0
30.7268E+0	21.4915E+3	27.8804E-9	11.7476E+0
30.8032E+0	21.4915E+3	26.7007E-9	8.38538E+0
30.8795E+0	21.4915E+3	27.1791E-9	11.0841E+0
30.9558E+0	21.4915E+3	26.5167E-9	17.0413E+0
31.0322E+0	21.4915E+3	26.4831E-9	12.3851E+0
31.1085E+0	21.4915E+3	27.6057E-9	12.5598E+0
31.1848E+0	21.4915E+3	27.7963E-9	16.2189E+0
31.2612E+0	21.4915E+3	28.3117E-9	16.1236E+0
31.3375E+0	21.4915E+3	27.5937E-9	11.8616E+0
31.4139E+0	21.4915E+3	26.5226E-9	13.6633E+0
31.4902E+0	21.4915E+3	27.6690E-9	12.2328E+0
31.5665E+0	21.4915E+3	28.3279E-9	13.3603E+0
31.6429E+0	21.4915E+3	28.0736E-9	11.4395E+0
31.7192E+0	21.4915E+3	28.0020E-9	17.9145E+0
31.7955E+0	21.4915E+3	27.4679E-9	14.2038E+0
31.8719E+0	21.4915E+3	27.2909E-9	13.8208E+0
31.9482E+0	21.4915E+3	26.2922E-9	15.0216E+0
32.0246E+0	21.4915E+3	29.4584E-9	11.7391E+0
32.1009E+0	21.4915E+3	24.4824E-9	9.48962E+0
32.1772E+0	21.4915E+3	27.9621E-9	11.9931E+0
32.2536E+0	21.4915E+3	27.7955E-9	13.6134E+0
32.3299E+0	21.4915E+3	27.6595E-9	12.9556E+0
32.4063E+0	21.4915E+3	26.8454E-9	10.1106E+0
32.4826E+0	21.4915E+3	26.7319E-9	7.80097E+0
32.5589E+0	21.4915E+3	27.8961E-9	12.3824E+0
32.6353E+0	21.4915E+3	26.2818E-9	13.5211E+0
32.7116E+0	21.4915E+3	26.6896E-9	13.3366E+0
32.7880E+0	21.4915E+3	25.8261E-9	11.2276E+0
32.8643E+0	21.4915E+3	25.8697E-9	14.8887E+0
32.9406E+0	21.4915E+3	26.0813E-9	15.6874E+0
33.0170E+0	21.4915E+3	25.7723E-9	10.0444E+0
33.0933E+0	21.4915E+3	26.2714E-9	15.0763E+0
33.1697E+0	21.4915E+3	26.1378E-9	15.1120E+0
33.2460E+0	21.4915E+3	27.9947E-9	16.1240E+0
33.3223E+0	21.4915E+3	27.5343E-9	13.0748E+0
33.3987E+0	21.4915E+3	27.1660E-9	14.3167E+0
33.4750E+0	21.4915E+3	26.3957E-9	14.1392E+0
33.5514E+0	21.4915E+3	25.9569E-9	12.8999E+0
33.6277E+0	21.4915E+3	28.0401E-9	12.5166E+0
33.7040E+0	21.4915E+3	25.7837E-9	11.4497E+0
33.7804E+0	21.4915E+3	26.8422E-9	12.3570E+0
33.8567E+0	21.4915E+3	26.8922E-9	14.9383E+0
33.9331E+0	21.4915E+3	27.0387E-9	9.89917E+0
34.0094E+0	21.4915E+3	27.3303E-9	10.7818E+0
34.0857E+0	21.4915E+3	27.7275E-9	13.9049E+0
34.1621E+0	21.4915E+3	24.8659E-9	13.0859E+0
34.2384E+0	21.4915E+3	27.4699E-9	10.4041E+0
34.3148E+0	21.4915E+3	27.1271E-9	9.73324E+0
34.3911E+0	21.4915E+3	27.1577E-9	9.19593E+0
34.4674E+0	21.4915E+3	26.4277E-9	10.5440E+0
34.5438E+0	21.4915E+3	26.6993E-9	14.6737E+0
34.6201E+0	21.4915E+3	27.1331E-9	12.6555E+0
34.6964E+0	21.4915E+3	27.1510E-9	17.5215E+0
34.7728E+0	21.4915E+3	26.6555E-9	11.2392E+0
34.8491E+0	21.4915E+3	28.4941E-9	15.0962E+0
34.9255E+0	21.4915E+3	27.6155E-9	8.96549E+0
35.0018E+0	21.4915E+3	26.3006E-9	12.0051E+0
35.0781E+0	21.4915E+3	26.0317E-9	11.2718E+0
35.1545E+0	21.4915E+3	27.7136E-9	11.8093E+0
35.2308E+0	21.4915E+3	27.5618E-9	11.8581E+0
35.3072E+0	21.4915E+3	26.3470E-9	16.3601E+0
35.3835E+0	21.4915E+3	26.6887E-9	14.7851E+0
35.4598E+0	21.4915E+3	26.1760E-9	9.35991E+0
35.5362E+0	21.4915E+3	27.5021E-9	12.5186E+0
35.6125E+0	21.4915E+3	26.3647E-9	12.4326E+0
35.6889E+0	21.4915E+3	26.3253E-9	10.1372E+0
35.7652E+0	21.4915E+3	26.4958E-9	14.3963E+0
35.8415E+0	21.4915E+3	25.7436E-9	8.79232E+0
35.9179E+0	21.4915E+3	26.8286E-9	14.3673E+0
35.9942E+0	21.4915E+3	26.1181E-9	12.4602E+0
36.0706E+0	21.4915E+3	25.2778E-9	11.6206E+0
36.1469E+0	21.4915E+3	27.3110E-9	15.6026E+0
36.2232E+0	21.4915E+3	26.8835E-9	15.8466E+0
36.2996E+0	21.4915E+3	25.8206E-9	11.3812E+0
36.3759E+0	21.4915E+3	27.3634E-9	14.0691E+0
36.4523E+0	21.4915E+3	24.6844E-9	16.8036E+0
36.5286E+0	21.4915E+3	26.3314E-9	13.4723E+0
36.6049E+0	21.4915E+3	26.3151E-9	8.20334E+0
36.6813E+0	21.4915E+3	25.7518E-9	13.8837E+0
36.7576E+0	21.4915E+3	25.5385E-9	14.4030E+0
36.8340E+0	21.4915E+3	26.0944E-9	15.0228E+0
36.9103E+0	21.4915E+3	25.1733E-9	13.8550E+0
36.9866E+0	21.4915E+3	26.0205E-9	12.2426E+0
37.0630E+0	21.4915E+3	26.4761E-9	13.6927E+0
37.1393E+0	21.4915E+3	27.2632E-9	11.1479E+0
37.2157E+0	21.4915E+3	26.7950E-9	10.8457E+0
37.2920E+0	21.4915E+3	26.6490E-9	13.3890E+0
37.3683E+0	21.4915E+3	27.9524E-9	12.0504E+0
37.4447E+0	21.4915E+3	26.2022E-9	12.4395E+0
37.5210E+0	21.4915E+3	26.4143E-9	12.2138E+0
37.5974E+0	21.4915E+3	23.9144E-9	9.91680E+0
37.6737E+0	21.4915E+3	25.8671E-9	15.7470E+0
37.7500E+0	21.4915E+3	24.3549E-9	9.86891E+0
37.8264E+0	21.4915E+3	27.5160E-9	8.77713E+0
37.9027E+0	21.4915E+3	26.4927E-9	14.9808E+0
37.9791E+0	21.4915E+3	26.2630E-9	12.1969E+0
38.0554E+0	21.4915E+3	25.9127E-9	12.1735E+0
38.1317E+0	21.4915E+3	25.9963E-9	8.64495E+0
38.2081E+0	21.4915E+3	26.2311E-9	8.71458E+0
38.2844E+0	21.4915E+3	27.4024E-9	14.0414E+0
38.3608E+0	21.4915E+3	26.1572E-9	15.4639E+0
38.4371E+0	21.4915E+3	25.6115E-9	17.7615E+0
38.5134E+0	21.4915E+3	25.6967E-9	13.2775E+0
38.5898E+0	21.4915E+3	25.7422E-9	12.9364E+0
38.6661E+0	21.4915E+3	27.2946E-9	12.5896E+0
38.7425E+0	21.4915E+3	24.9459E-9	18.6836E+0
38.8188E+0	21.4915E+3	24.9681E-9	13.8759E+0
38.8951E+0	21.4915E+3	26.8874E-9	10.6192E+0
38.9715E+0	21.4915E+3	26.4693E-9	10.0467E+0
39.0478E+0	21.4915E+3	24.1839E-9	17.4618E+0
39.1242E+0	21.4915E+3	25.8963E-9	13.1693E+0
39.2005E+0	21.4915E+3	26.2671E-9	13.5011E+0
39.2768E+0	21.4915E+3	25.4321E-9	18.6600E+0
39.3532E+0	21.4915E+3	27.1867E-9	10.9029E+0
39.4295E+0	21.4915E+3	26.4178E-9	10.5035E+0
39.5059E+0	21.4915E+3	25.3471E-9	12.8516E+0
39.5822E+0	21.4915E+3	26.4300E-9	15.2156E+0
39.6585E+0	21.4915E+3	25.0316E-9	11.3559E+0
39.7349E+0	21.4915E+3	27.6379E-9	16.8833E+0
39.8112E+0	21.4915E+3	26.9770E-9	13.3305E+0
39.8876E+0	21.4915E+3	23.3730E-9	11.9023E+0
39.9639E+0	21.4915E+3	24.2831E-9	12.7774E+0
40.0402E+0	21.4915E+3	25.4211E-9	14.3064E+0
40.1166E+0	21.4915E+3	25.9099E-9	16.6493E+0
40.1929E+0	21.4915E+3	25.4039E-9	15.1878E+0
40.2692E+0	21.4915E+3	25.9315E-9	12.8394E+0
40.3456E+0	21.4915E+3	26.9039E-9	11.1651E+0
40.4219E+0	21.4915E+3	26.4149E-9	11.3689E+0
40.4983E+0	21.4915E+3	25.6135E-9	13.9569E+0
40.5746E+0	21.4915E+3	25.4972E-9	14.5570E+0
40.6509E+0	21.4915E+3	24.2710E-9	12.8743E+0
40.7273E+0	21.4915E+3	24.9302E-9	13.5971E+0
40.8036E+0	21.4915E+3	26.2475E-9	12.7943E+0
40.8800E+0	21.4915E+3	26.2260E-9	13.6756E+0
40.9563E+0	21.4915E+3	25.1796E-9	14.0327E+0
41.0326E+0	21.4915E+3	26.4679E-9	10.3361E+0
41.1090E+0	21.4915E+3	27.1828E-9	15.2784E+0
41.1853E+0	21.4915E+3	25.8278E-9	9.86914E+0
41.2617E+0	21.4915E+3	25.8811E-9	14.8128E+0
41.3380E+0	21.4915E+3	27.2016E-9	14.2842E+0
41.4143E+0	21.4915E+3	26.3394E-9	14.9595E+0
41.4907E+0	21.4915E+3	24.5311E-9	14.8864E+0
41.5670E+0	21.4915E+3	25.7552E-9	17.8721E+0
41.6434E+0	21.4915E+3	25.2903E-9	7.76424E+0
41.7197E+0	21.4915E+3	25.4858E-9	15.9004E+0
41.7960E+0	21.4915E+3	27.5348E-9	13.7322E+0
41.8724E+0	21.4915E+3	24.9878E-9	13.7474E+0
41.9487E+0	21.4915E+3	24.7723E-9	13.6464E+0
42.0251E+0	21.4915E+3	24.2285E-9	16.3558E+0
42.1014E+0	21.4915E+3	24.4812E-9	15.4534E+0
42.1777E+0	21.4915E+3	27.0095E-9	11.3342E+0
42.2541E+0	21.4915E+3	26.9978E-9	11.8675E+0
42.3304E+0	21.4915E+3	26.3216E-9	15.8536E+0
42.4068E+0	21.4915E+3	25.9716E-9	14.7931E+0
42.4831E+0	21.4915E+3	25.8830E-9	9.59251E+0
42.5594E+0	21.4915E+3	25.8348E-9	10.9046E+0
42.6358E+0	21.4915E+3	24.5444E-9	13.6797E+0
42.7121E+0	21.4915E+3	24.6172E-9	10.7088E+0
42.7885E+0	21.4915E+3	27.3559E-9	12.4628E+0
42.8648E+0	21.4915E+3	23.6813E-9	17.1311E+0
42.9411E+0	21.4915E+3	26.9462E-9	12.3333E+0
43.0175E+0	21.4915E+3	25.0100E-9	8.44301E+0
43.0938E+0	21.4915E+3	25.7815E-9	12.2218E+0
43.1702E+0	21.4915E+3	26.9883E-9	13.1107E+0
43.2465E+0	21.4915E+3	26.1926E-9	12.3508E+0
43.3228E+0	21.4915E+3	24.9746E-9	12.8341E+0
43.3992E+0	21.4915E+3	25.5641E-9	16.2726E+0
43.4755E+0	21.4915E+3	24.3920E-9	13.7843E+0
43.5519E+0	21.4915E+3	23.8865E-9	14.2703E+0
43.6282E+0	21.4915E+3	27.5796E-9	12.6673E+0
43.7045E+0	21.4915E+3	24.8780E-9	9.54830E+0
43.7809E+0	21.4915E+3	26.2965E-9	16.0554E+0
43.8572E+0	21.4915E+3	26.4822E-9	9.94835E+0
43.9336E+0	21.4915E+3	25.5937E-9	14.6708E+0
44.0099E+0	21.4915E+3	26.8419E-9	11.3299E+0
44.0862E+0	21.4915E+3	25.2298E-9	11.5003E+0
44.1626E+0	21.4915E+3	24.6599E-9	16.3563E+0
44.2389E+0	21.4915E+3	25.1978E-9	10.7910E+0
44.3153E+0	21.4915E+3	26.5338E-9	15.6505E+0
44.3916E+0	21.4915E+3	24.7402E-9	14.2985E+0
44.4679E+0	21.4915E+3	24.9512E-9	15.8677E+0
44.5443E+0	21.4915E+3	25.5527E-9	10.6858E+0
44.6206E+0	21.4915E+3	25.9254E-9	16.3574E+0
44.6970E+0	21.4915E+3	25.5329E-9	16.8794E+0
44.7733E+0	21.4915E+3	25.4914E-9	12.7265E+0
44.8496E+0	21.4915E+3	26.6393E-9	10.4283E+0
44.9260E+0	21.4915E+3	25.7059E-9	12.6809E+0
45.0023E+0	21.4915E+3	25.8830E-9	18.8335E+0
45.0787E+0	21.4915E+3	23.7822E-9	15.3637E+0
45.1550E+0	21.4915E+3	23.3218E-9	12.9772E+0
45.2313E+0	21.4915E+3	25.1495E-9	13.7706E+0
45.3077E+0	21.4915E+3	25.2381E-9	17.0906E+0
45.3840E+0	21.4915E+3	26.1937E-9	11.9784E+0
45.4604E+0	21.4915E+3	26.1023E-9	13.4444E+0
45.5367E+0	21.4915E+3	27.0233E-9	13.1340E+0
45.6130E+0	21.4915E+3	26.2578E-9	18.0642E+0
45.6894E+0	21.4915E+3	26.0308E-9	15.0589E+0
45.7657E+0	21.4915E+3	24.9310E-9	12.9693E+0
45.8420E+0	21.4915E+3	24.1113E-9	8.07382E+0
45.9184E+0	21.4915E+3	25.9821E-9	14.2193E+0
45.9947E+0	21.4915E+3	25.0238E-9	17.7896E+0
46.0711E+0	21.4915E+3	25.4456E-9	13.6104E+0
46.1474E+0	21.4915E+3	24.8876E-9	13.5193E+0
46.2237E+0	21.4915E+3	23.7551E-9	11.7041E+0
46.3001E+0	21.4915E+3	25.4359E-9	12.9251E+0
46.3764E+0	21.4915E+3	25.2640E-9	12.9741E+0
46.4528E+0	21.4915E+3	25.4426E-9	13.9844E+0
46.5291E+0	21.4915E+3	24.3739E-9	17.4056E+0
46.6054E+0	21.4915E+3	24.3414E-9	13.7243E+0
46.6818E+0	21.4915E+3	24.1907E-9	12.5492E+0
46.7581E+0	21.4915E+3	25.7761E-9	13.1149E+0
46.8345E+0	21.4915E+3	24.2115E-9	12.3190E+0
46.9108E+0	21.4915E+3	24.8776E-9	13.7490E+0
46.9871E+0	21.4915E+3	25.6511E-9	13.8399E+0
47.0635E+0	21.4915E+3	24.0511E-9	15.5587E+0
47.1398E+0	21.4915E+3	24.8818E-9	14.2134E+0
47.2162E+0	21.4915E+3	24.9739E-9	10.4575E+0
47.2925E+0	21.4915E+3	23.2034E-9	11.4453E+0
47.3688E+0	21.4915E+3	25.4920E-9	15.9671E+0
47.4452E+0	21.4915E+3	23.6304E-9	14.6418E+0
47.5215E+0	21.4915E+3	25.9160E-9	8.14005E+0
47.5979E+0	21.4915E+3	25.8202E-9	16.7707E+0
47.6742E+0	21.4915E+3	26.2074E-9	14.6121E+0
47.7505E+0	21.4915E+3	24.2270E-9	12.3454E+0
47.8269E+0	21.4915E+3	26.5868E-9	15.8208E+0
47.9032E+0	21.4915E+3	25.7562E-9	7.74195E+0
47.9796E+0	21.4915E+3	24.7353E-9	12.6627E+0
48.0559E+0	21.4915E+3	25.4811E-9	14.4143E+0
48.1322E+0	21.4915E+3	26.0732E-9	10.7742E+0
48.2086E+0	21.4915E+3	23.8491E-9	13.0473E+0
48.2849E+0	21.4915E+3	24.5459E-9	10.2962E+0
48.3613E+0	21.4915E+3	25.0030E-9	16.1580E+0
48.4376E+0	21.4915E+3	25.4135E-9	17.8949E+0
48.5139E+0	21.4915E+3	23.9559E-9	12.3047E+0
48.5903E+0	21.4915E+3	23.3447E-9	9.57627E+0
48.6666E+0	21.4915E+3	25.6248E-9	11.0813E+0
48.7430E+0	21.4915E+3	24.0301E-9	12.7988E+0
48.8193E+0	21.4915E+3	23.5672E-9	14.3374E+0
48.8956E+0	21.4915E+3	24.9635E-9	16.5872E+0
48.9720E+0	21.4915E+3	24.8360E-9	14.2873E+0
49.0483E+0	21.4915E+3	26.3347E-9	16.4543E+0
49.1247E+0	21.4915E+3	23.4877E-9	10.2136E+0
49.2010E+0	21.4915E+3	25.0710E-9	15.5932E+0
49.2773E+0	21.4915E+3	25.9740E-9	14.0870E+0
49.3537E+0	21.4915E+3	24.5856E-9	10.2806E+0
49.4300E+0	21.4915E+3	25.8547E-9	17.2842E+0
49.5064E+0	21.4915E+3	23.6082E-9	12.6216E+0
49.5827E+0	21.4915E+3	25.6429E-9	15.3608E+0
49.6590E+0	21.4915E+3	24.4988E-9	11.9306E+0
49.7354E+0	21.4915E+3	24.9019E-9	12.6558E+0
49.8117E+0	21.4915E+3	25.6406E-9	13.4366E+0
49.8881E+0	21.4915E+3	24.8759E-9	12.6561E+0
49.9644E+0	21.4915E+3	25.6780E-9	16.1767E+0
50.0407E+0	21.4915E+3	24.7663E-9	10.1496E+0
50.1171E+0	21.4915E+3	26.2469E-9	13.9835E+0
50.1934E+0	21.4915E+3	26.1172E-9	16.8485E+0
50.2698E+0	21.4915E+3	23.8660E-9	17.4091E+0
50.3461E+0	21.4915E+3	26.3413E-9	13.2390E+0
50.4224E+0	21.4915E+3	25.5353E-9	14.2302E+0
50.4988E+0	21.4915E+3	24.6928E-9	10.3463E+0
50.5751E+0	21.4915E+3	26.4431E-9	14.5160E+0
50.6515E+0	21.4915E+3	23.7897E-9	19.7932E+0
50.7278E+0	21.4915E+3	24.2300E-9	8.50320E+0
50.8041E+0	21.4915E+3	24.2873E-9	13.4614E+0
50.8805E+0	21.4915E+3	25.2320E-9	19.6882E+0
50.9568E+0	21.4915E+3	26.0421E-9	16.8326E+0
51.0331E+0	21.4915E+3	23.9767E-9	12.0874E+0
51.1095E+0	21.4915E+3	27.2787E-9	15.4249E+0
51.1858E+0	21.4915E+3	26.5340E-9	15.7260E+0
51.2622E+0	21.4915E+3	24.4262E-9	11.5072E+0
51.3385E+0	21.4915E+3	23.6440E-9	10.7535E+0
51.4148E+0	21.4915E+3	25.9381E-9	15.5431E+0
51.4912E+0	21.4915E+3	23.4781E-9	15.4981E+0
51.5675E+0	21.4915E+3	24.9354E-9	15.4184E+0
51.6439E+0	21.4915E+3	24.9744E-9	13.6457E+0
51.7202E+0	21.4915E+3	23.7462E-9	15.1079E+0
51.7965E+0	21.4915E+3	24.8040E-9	11.3179E+0
